node_id,state,tilt,displacement,crack_width,vibration,load_change,temperature,humidity,battery,rate_tilt_5m,rate_disp_5m,rate_crack_5m,risk_score,risk_level
N4,NORMAL,0.98,0.44,0.49,0.105,-1.79,32.5,79.1,89.9,0.036,0.037,0.008,7.3,LOW
N2,NORMAL,0.76,0.72,0.87,0.055,2.99,36.3,74.8,87.5,0.04,0.069,0.008,6.7,LOW
N5,NORMAL,1.07,0.56,0.65,0.164,-1.28,27.1,74.7,93.4,0.007,0.038,0.02,7.5,LOW
N4,NORMAL,0.24,2.49,0.74,0.173,-0.99,24.8,92.1,61.7,0.012,0.037,0.001,9.4,LOW
N2,WARNING,2.92,6.45,1.22,0.287,18.64,37.1,70.7,84.9,0.21,0.727,0.141,42.8,MEDIUM
N4,NORMAL,1.03,0.74,0.79,0.084,5.0,33.5,80.2,80.5,0.005,0.055,0.016,13.0,LOW
N3,NORMAL,0.55,0.99,0.59,0.14,-0.05,29.8,68.3,64.6,0.047,0.036,0.009,8.3,LOW
N3,WARNING,3.03,4.6,1.65,0.583,33.79,26.2,91.1,98.5,0.284,0.606,0.064,50.3,HIGH
N6,SUBSIDENCE,8.79,41.35,18.67,1.281,51.72,31.5,65.3,88.8,0.402,2.554,0.655,100.0,CRITICAL
N3,WARNING,1.66,4.53,2.21,0.218,15.97,24.4,82.8,68.2,0.275,0.725,0.026,36.2,MEDIUM
N2,SUBSIDENCE,11.14,25.87,9.86,4.039,58.84,36.1,87.8,75.5,0.781,1.292,0.528,100.0,CRITICAL
N5,WARNING,2.0,4.8,1.9,0.526,30.1,36.6,72.0,96.7,0.052,0.755,0.047,42.6,MEDIUM
N4,NORMAL,0.97,0.82,0.03,0.135,3.75,28.9,73.1,88.9,0.034,0.038,0.003,10.7,LOW
N1,NORMAL,0.28,2.08,0.61,0.097,0.52,37.8,92.3,75.6,0.025,0.054,0.005,8.8,LOW
N3,WARNING,1.78,4.19,3.94,0.412,32.36,33.1,68.6,99.3,0.065,0.644,0.195,49.1,MEDIUM
N3,WARNING,1.69,6.4,3.25,0.613,29.78,37.6,91.5,99.6,0.297,0.167,0.129,49.2,MEDIUM
N1,WARNING,2.54,6.2,1.79,0.441,5.63,30.4,83.7,85.3,0.23,0.748,0.046,41.9,MEDIUM
N1,NORMAL,0.44,0.25,0.89,0.035,-0.76,36.6,94.7,61.6,0.048,0.05,0.017,3.7,LOW
N2,NORMAL,0.16,0.64,0.66,0.062,1.47,34.2,65.2,90.3,0.039,0.019,0.006,4.7,LOW
N4,NORMAL,0.84,0.5,0.24,0.022,2.07,28.9,92.6,62.6,0.02,0.042,0.002,6.4,LOW
N3,NORMAL,1.17,2.15,0.2,0.133,-1.36,35.4,93.2,97.7,0.008,0.049,0.008,9.6,LOW
N5,NORMAL,0.26,1.78,0.57,0.079,4.96,25.4,69.2,90.0,0.023,0.067,0.01,7.5,LOW
N2,WARNING,3.04,4.5,1.2,0.725,19.91,33.9,86.1,84.1,0.084,0.239,0.03,40.3,MEDIUM
N2,NORMAL,0.7,1.08,0.95,0.148,4.35,24.8,74.6,68.1,0.016,0.098,0.003,10.5,LOW
N5,NORMAL,0.67,1.01,0.17,0.155,1.56,36.7,80.2,65.6,0.005,0.008,0.008,6.2,LOW
N5,NORMAL,0.37,0.31,0.83,0.171,-1.46,35.7,77.6,98.8,0.009,0.017,0.016,8.6,LOW
N6,WARNING,1.8,5.39,3.99,0.651,19.62,28.3,78.5,72.4,0.077,0.733,0.145,48.7,MEDIUM
N5,NORMAL,0.71,0.83,0.45,0.088,2.31,29.5,72.4,93.6,0.001,0.06,0.012,5.9,LOW
N1,NORMAL,0.48,0.92,0.46,0.064,3.82,35.0,91.1,96.8,0.028,0.075,0.015,6.0,LOW
N3,NORMAL,0.52,1.22,0.05,0.168,2.11,31.6,88.9,84.5,0.036,0.044,0.009,7.0,LOW
N6,NORMAL,0.99,0.7,0.21,0.053,-1.97,25.8,77.5,100.0,0.009,0.012,0.009,5.4,LOW
N1,SUBSIDENCE,7.78,42.21,16.63,3.835,81.92,38.9,73.0,76.9,1.515,1.92,0.715,100.0,CRITICAL
N6,SUBSIDENCE,9.03,22.52,4.38,3.483,60.17,37.6,72.8,96.9,0.641,2.671,0.261,100.0,CRITICAL
N3,NORMAL,0.85,1.46,0.81,0.179,-0.24,31.7,81.5,93.1,0.018,0.048,0.011,7.5,LOW
N6,NORMAL,0.55,0.23,0.88,0.126,-0.67,36.6,73.3,88.2,0.001,0.032,0.002,4.6,LOW
N1,WARNING,2.71,6.43,2.59,0.596,20.37,32.0,79.0,91.0,0.144,0.701,0.126,49.2,MEDIUM
N4,NORMAL,0.69,1.28,0.26,0.166,4.04,26.5,76.3,94.1,0.022,0.066,0.01,8.5,LOW
N3,NORMAL,0.98,0.44,0.08,0.157,4.3,25.8,87.4,74.8,0.015,0.035,0.007,6.2,LOW
N2,NORMAL,1.02,2.22,0.91,0.151,3.52,31.4,75.8,93.2,0.022,0.003,0.002,13.0,LOW
N3,SUBSIDENCE,8.29,11.66,12.61,3.586,99.73,26.4,86.8,77.9,0.549,1.171,0.734,100.0,CRITICAL
N3,NORMAL,0.32,0.44,0.93,0.027,-1.31,27.1,79.4,94.4,0.012,0.009,0.013,5.9,LOW
N3,NORMAL,1.01,0.54,0.09,0.126,-0.53,37.6,66.7,65.0,0.039,0.043,0.003,5.3,LOW
N4,WARNING,3.07,4.99,3.81,0.244,9.71,34.1,77.9,70.3,0.05,0.252,0.171,39.5,MEDIUM
N1,NORMAL,0.89,0.6,0.77,0.146,1.09,31.4,78.8,99.2,0.01,0.063,0.017,9.0,LOW
N2,NORMAL,0.69,0.28,0.5,0.091,0.04,34.7,92.1,70.4,0.016,0.093,0.003,7.0,LOW
N1,SUBSIDENCE,4.07,19.36,11.79,4.032,67.26,28.1,66.8,67.0,0.438,1.343,0.691,100.0,CRITICAL
N6,NORMAL,0.22,0.67,1.0,0.091,2.61,37.8,90.1,98.0,0.008,0.085,0.005,6.9,LOW
N6,WARNING,2.74,6.12,3.52,0.588,23.19,29.4,66.8,79.2,0.14,0.256,0.2,53.3,HIGH
N6,NORMAL,0.82,0.25,0.71,0.056,-0.44,31.2,92.6,68.2,0.028,0.034,0.009,5.9,LOW
N1,NORMAL,0.61,2.01,0.21,0.033,-1.88,32.3,71.0,70.8,0.005,0.027,0.008,5.1,LOW
N5,NORMAL,0.87,2.29,0.14,0.096,0.07,33.9,89.6,84.9,0.026,0.012,0.005,11.1,LOW
N4,NORMAL,1.14,1.7,0.75,0.077,-0.81,30.3,81.2,72.4,0.033,0.092,0.02,10.9,LOW
N5,NORMAL,0.84,1.96,0.04,0.155,1.6,37.3,92.9,91.0,0.029,0.021,0.0,9.6,LOW
N6,WARNING,2.29,4.25,1.47,0.226,18.72,25.7,90.9,92.2,0.248,0.608,0.194,40.1,MEDIUM
N4,NORMAL,0.2,1.02,0.38,0.138,4.02,32.9,79.9,96.1,0.019,0.013,0.002,7.3,LOW
N1,NORMAL,1.15,2.27,0.08,0.065,-0.33,29.5,93.8,82.5,0.003,0.092,0.018,8.3,LOW
N6,NORMAL,0.58,1.46,0.42,0.067,-0.73,30.6,89.9,98.2,0.023,0.053,0.016,7.7,LOW
N1,WARNING,2.86,3.16,2.38,0.668,19.75,28.6,87.9,66.4,0.253,0.643,0.057,42.8,MEDIUM
N4,NORMAL,0.57,0.52,0.24,0.066,1.71,33.7,88.4,90.5,0.046,0.039,0.017,9.4,LOW
N1,NORMAL,0.43,0.74,0.98,0.138,0.56,25.4,65.8,66.6,0.028,0.078,0.001,6.5,LOW
N1,NORMAL,0.23,1.27,0.29,0.027,1.15,29.5,80.6,77.4,0.029,0.037,0.005,5.0,LOW
N2,NORMAL,0.2,1.25,0.72,0.151,1.08,30.4,73.9,82.0,0.05,0.084,0.004,9.0,LOW
N5,NORMAL,0.35,0.28,0.9,0.103,4.4,30.4,91.4,86.0,0.006,0.015,0.005,3.7,LOW
N5,WARNING,1.33,4.74,3.17,0.364,19.78,34.4,87.4,81.7,0.228,0.775,0.097,41.5,MEDIUM
N5,NORMAL,0.99,1.43,0.62,0.154,1.33,25.8,88.1,71.8,0.024,0.059,0.016,13.4,LOW
N3,NORMAL,0.18,2.02,0.15,0.054,2.94,28.4,74.7,68.4,0.028,0.092,0.019,9.1,LOW
N2,NORMAL,0.67,1.07,0.01,0.083,-1.57,33.1,67.7,74.5,0.04,0.093,0.006,8.1,LOW
N6,WARNING,2.52,3.07,2.13,0.724,9.98,34.8,66.8,98.9,0.205,0.683,0.197,41.9,MEDIUM
N6,NORMAL,0.9,2.39,0.98,0.077,1.8,37.6,74.8,87.2,0.036,0.085,0.019,14.4,LOW
N6,NORMAL,0.26,2.06,0.16,0.163,4.85,30.6,73.8,62.6,0.004,0.051,0.005,9.9,LOW
N5,NORMAL,0.53,0.67,0.55,0.129,0.84,33.8,72.6,98.8,0.01,0.019,0.0,6.5,LOW
N5,NORMAL,0.92,0.88,0.16,0.12,4.05,37.5,66.4,92.4,0.029,0.001,0.016,9.4,LOW
N2,NORMAL,0.89,1.11,0.63,0.045,3.04,25.8,78.1,65.2,0.029,0.009,0.017,9.0,LOW
N1,NORMAL,0.81,1.9,0.95,0.06,0.56,25.2,75.2,67.6,0.019,0.01,0.016,10.6,LOW
N5,NORMAL,0.83,2.28,0.75,0.144,-1.45,33.7,72.6,87.3,0.037,0.006,0.01,8.7,LOW
N6,NORMAL,1.07,2.22,0.19,0.064,2.66,32.0,72.9,60.8,0.042,0.046,0.018,11.7,LOW
N1,NORMAL,0.99,0.41,0.08,0.144,-1.78,37.1,91.0,63.0,0.042,0.06,0.013,3.3,LOW
N5,NORMAL,1.04,1.73,0.32,0.157,-1.84,24.1,80.6,76.9,0.042,0.062,0.005,8.6,LOW
N4,NORMAL,1.05,2.01,0.59,0.044,3.08,35.6,88.2,67.1,0.03,0.002,0.015,8.1,LOW
N3,WARNING,2.36,5.4,3.8,0.708,6.87,34.4,76.3,97.5,0.3,0.651,0.106,52.2,HIGH
N5,SUBSIDENCE,6.71,36.35,6.79,3.69,81.53,33.0,76.6,80.6,1.511,2.346,0.683,100.0,CRITICAL
N4,SUBSIDENCE,7.16,15.28,21.58,0.805,104.42,27.8,69.0,82.0,1.541,2.357,0.653,100.0,CRITICAL
N2,SUBSIDENCE,4.4,25.63,18.66,3.362,44.94,29.7,83.5,82.9,1.742,1.859,1.132,100.0,CRITICAL
N4,WARNING,1.61,6.09,1.98,0.528,21.24,36.0,78.3,91.3,0.261,0.25,0.055,39.5,MEDIUM
N2,WARNING,3.41,5.49,1.9,0.633,32.93,24.4,82.8,85.3,0.111,0.582,0.2,51.8,HIGH
N5,NORMAL,0.8,0.39,0.02,0.067,0.5,28.7,73.8,90.9,0.007,0.051,0.005,5.2,LOW
N2,WARNING,3.22,4.14,2.13,0.645,27.77,37.1,89.3,68.5,0.227,0.596,0.088,49.7,MEDIUM
N4,NORMAL,0.83,0.56,0.58,0.066,-1.26,36.6,68.8,89.7,0.03,0.088,0.003,5.4,LOW
N3,NORMAL,1.19,0.42,0.21,0.094,3.16,30.3,75.7,80.3,0.045,0.073,0.015,8.7,LOW
N1,WARNING,2.69,5.26,3.37,0.27,16.89,33.3,93.7,97.3,0.067,0.57,0.194,40.5,MEDIUM
N1,NORMAL,0.4,0.76,0.03,0.1,4.03,29.1,86.1,93.5,0.008,0.059,0.014,5.1,LOW
N3,NORMAL,0.11,1.89,0.6,0.155,-1.03,27.8,72.2,79.9,0.04,0.014,0.012,6.1,LOW
N6,SUBSIDENCE,9.94,31.87,21.79,1.161,89.13,29.1,81.0,69.7,0.383,2.123,0.679,100.0,CRITICAL
N1,NORMAL,0.5,2.18,0.32,0.178,-0.07,30.0,88.1,76.0,0.045,0.043,0.018,7.7,LOW
N5,NORMAL,0.78,0.32,0.6,0.071,4.97,32.6,74.0,68.5,0.041,0.008,0.004,7.4,LOW
N6,SUBSIDENCE,6.52,11.93,13.98,1.726,100.03,28.8,66.7,62.9,0.349,2.098,0.937,100.0,CRITICAL
N5,WARNING,1.57,4.0,3.12,0.451,5.99,24.9,68.6,70.5,0.089,0.358,0.117,34.1,MEDIUM
N4,NORMAL,1.02,0.68,0.23,0.099,4.24,36.0,91.3,91.8,0.026,0.008,0.004,8.7,LOW
N4,NORMAL,0.7,1.21,0.27,0.108,2.78,29.5,91.5,75.9,0.03,0.023,0.018,7.2,LOW
N6,NORMAL,0.14,1.9,0.92,0.061,1.8,29.8,81.5,82.1,0.04,0.032,0.006,9.2,LOW
N6,SUBSIDENCE,7.63,38.35,6.75,1.044,47.64,37.8,69.2,81.1,1.356,1.337,0.654,100.0,CRITICAL
N6,NORMAL,0.66,0.28,0.12,0.172,4.73,35.5,85.3,95.8,0.044,0.043,0.012,6.8,LOW
N6,NORMAL,0.45,1.64,0.57,0.178,4.15,31.6,88.7,66.4,0.008,0.006,0.009,9.4,LOW
N2,NORMAL,1.11,1.51,0.84,0.154,4.66,30.6,78.0,97.9,0.033,0.078,0.016,15.5,LOW
N6,NORMAL,0.17,2.39,0.58,0.067,1.9,36.6,94.1,84.0,0.032,0.011,0.013,10.1,LOW
N6,SUBSIDENCE,6.28,28.85,4.05,3.921,93.85,28.5,70.1,66.2,0.55,3.055,0.276,100.0,CRITICAL
N4,NORMAL,0.71,2.42,0.13,0.16,-1.42,28.8,81.0,90.2,0.004,0.063,0.011,9.7,LOW
N5,WARNING,2.98,2.57,1.23,0.182,5.47,37.7,89.6,62.7,0.26,0.158,0.184,28.2,MEDIUM
N4,NORMAL,1.08,2.4,0.71,0.119,2.21,37.6,66.5,86.6,0.041,0.055,0.007,13.6,LOW
N1,WARNING,2.55,6.02,2.93,0.25,9.01,25.1,78.0,74.4,0.067,0.757,0.16,39.7,MEDIUM
N2,SUBSIDENCE,4.76,38.41,17.96,2.351,74.19,37.8,82.8,65.0,0.955,2.839,1.166,100.0,CRITICAL
N2,NORMAL,0.95,1.06,0.63,0.052,-0.86,28.5,72.2,99.8,0.003,0.031,0.012,6.4,LOW
N5,NORMAL,1.2,1.59,0.32,0.158,3.16,27.6,94.0,94.4,0.031,0.091,0.009,11.9,LOW
N6,NORMAL,1.1,2.31,0.38,0.158,4.22,24.2,81.1,61.5,0.027,0.063,0.012,16.2,LOW
N4,WARNING,2.24,2.75,2.37,0.354,28.22,30.8,69.7,64.5,0.17,0.458,0.228,40.8,MEDIUM
N1,NORMAL,0.44,0.81,0.82,0.141,-1.59,26.3,92.3,81.6,0.01,0.045,0.002,6.1,LOW
N4,SUBSIDENCE,10.27,20.23,10.75,3.711,84.29,39.4,91.8,88.4,1.318,3.164,0.926,100.0,CRITICAL
N6,WARNING,2.76,2.96,2.46,0.463,6.56,36.6,75.2,83.3,0.239,0.101,0.118,33.6,MEDIUM
N6,SUBSIDENCE,6.12,14.62,17.14,1.456,40.41,28.9,89.5,63.9,0.953,3.423,0.975,100.0,CRITICAL
N3,WARNING,2.74,5.84,3.7,0.48,29.57,28.1,65.2,89.8,0.104,0.482,0.143,50.1,HIGH
N4,NORMAL,0.54,0.89,0.19,0.156,0.34,32.4,93.8,98.3,0.01,0.052,0.016,5.2,LOW
N5,NORMAL,1.09,1.5,0.77,0.066,2.03,29.1,69.8,63.3,0.003,0.026,0.007,10.4,LOW
N4,NORMAL,0.74,1.33,0.58,0.041,4.63,33.7,76.5,65.7,0.021,0.045,0.011,8.3,LOW
N2,SUBSIDENCE,10.16,17.64,11.97,2.932,107.4,29.1,68.4,83.9,0.35,2.72,1.42,100.0,CRITICAL
N1,WARNING,1.55,7.33,3.17,0.249,22.32,34.2,68.2,78.9,0.057,0.692,0.067,42.9,MEDIUM
N5,WARNING,3.34,2.91,1.89,0.626,18.9,29.5,77.9,82.8,0.213,0.668,0.2,45.2,MEDIUM
N3,NORMAL,0.24,2.2,0.09,0.05,4.61,34.1,76.0,95.0,0.014,0.024,0.009,7.3,LOW
N1,NORMAL,0.26,0.47,0.08,0.068,-0.6,36.5,89.9,70.9,0.023,0.1,0.017,3.9,LOW
N1,WARNING,1.72,6.53,2.8,0.297,34.02,24.5,78.7,64.8,0.156,0.67,0.037,48.3,MEDIUM
N2,NORMAL,1.18,2.07,0.45,0.177,-0.33,25.1,76.0,75.2,0.034,0.002,0.007,9.5,LOW
N2,NORMAL,0.51,1.15,0.62,0.05,-0.36,35.0,92.9,78.6,0.032,0.047,0.003,5.2,LOW
N2,WARNING,2.61,6.98,3.89,0.732,32.69,34.7,67.8,64.7,0.254,0.398,0.174,58.5,HIGH
N5,NORMAL,0.88,1.73,0.8,0.05,4.56,35.3,65.8,69.1,0.012,0.014,0.006,9.4,LOW
N4,NORMAL,1.15,0.24,0.28,0.072,4.47,37.2,70.6,79.1,0.043,0.046,0.006,7.4,LOW
N1,NORMAL,0.56,2.35,0.76,0.094,2.25,36.8,76.4,89.3,0.045,0.083,0.012,9.1,LOW
N4,NORMAL,0.12,1.54,0.14,0.104,-0.27,31.5,69.3,82.9,0.019,0.079,0.001,8.1,LOW
N4,SUBSIDENCE,8.89,14.74,4.11,1.045,86.72,32.5,84.1,96.8,0.87,2.18,1.115,100.0,CRITICAL
N2,NORMAL,0.66,1.67,0.64,0.106,2.65,37.3,90.4,98.8,0.042,0.081,0.001,9.0,LOW
N4,NORMAL,0.31,1.43,0.44,0.08,0.85,29.3,79.1,74.7,0.045,0.07,0.006,6.5,LOW
N1,NORMAL,0.33,1.2,0.08,0.157,3.77,35.3,74.4,85.3,0.045,0.045,0.013,7.7,LOW
N1,WARNING,2.21,4.56,3.58,0.536,23.7,27.0,94.1,93.3,0.089,0.343,0.213,45.9,MEDIUM
N6,NORMAL,0.39,0.45,0.17,0.059,-0.34,28.0,65.5,96.7,0.001,0.072,0.02,3.0,LOW
N3,NORMAL,0.33,0.22,0.22,0.037,3.08,35.0,80.7,65.0,0.0,0.044,0.01,5.7,LOW
N5,NORMAL,0.57,2.35,0.24,0.068,4.11,25.2,81.3,94.8,0.039,0.03,0.014,9.6,LOW
N4,NORMAL,1.03,0.67,0.53,0.084,1.93,25.7,84.3,60.3,0.004,0.098,0.011,8.6,LOW
N5,NORMAL,0.11,0.61,0.27,0.062,1.1,33.4,72.5,85.1,0.026,0.042,0.007,6.4,LOW
N5,WARNING,3.4,5.09,2.53,0.595,20.22,37.3,67.8,81.5,0.086,0.527,0.137,51.6,HIGH
N5,SUBSIDENCE,8.74,30.94,5.07,1.881,54.69,37.1,79.6,70.5,1.32,3.521,0.512,100.0,CRITICAL
N6,NORMAL,0.43,0.81,0.6,0.104,4.57,28.2,72.5,76.1,0.014,0.032,0.0,8.3,LOW
N5,NORMAL,0.65,1.74,0.19,0.109,3.1,25.6,87.7,69.6,0.012,0.035,0.004,6.1,LOW
N6,SUBSIDENCE,6.62,17.16,4.79,3.265,83.25,34.2,92.2,68.1,1.014,3.295,1.308,100.0,CRITICAL
N1,NORMAL,1.07,1.45,0.84,0.139,-1.6,24.2,87.8,78.7,0.042,0.034,0.008,12.0,LOW
N4,WARNING,3.36,4.05,2.49,0.414,28.76,29.3,79.7,82.2,0.184,0.422,0.238,45.0,MEDIUM
N6,NORMAL,0.16,1.41,0.34,0.124,2.51,30.1,81.6,61.0,0.036,0.04,0.002,4.8,LOW
N3,SUBSIDENCE,8.15,22.77,12.61,1.797,71.91,34.3,91.9,79.2,1.623,3.715,1.02,100.0,CRITICAL
N5,WARNING,2.44,7.23,3.26,0.427,14.16,30.5,82.8,93.8,0.179,0.184,0.177,43.5,MEDIUM
N3,SUBSIDENCE,6.53,26.4,14.0,1.717,55.61,39.4,71.3,83.0,1.089,1.752,1.327,100.0,CRITICAL
N1,WARNING,1.53,3.52,3.3,0.294,27.47,31.7,74.9,67.0,0.151,0.436,0.08,40.2,MEDIUM
N1,NORMAL,0.25,2.5,0.35,0.149,0.39,25.0,70.8,94.9,0.031,0.084,0.014,10.1,LOW
N2,SUBSIDENCE,7.51,30.14,4.44,2.431,67.31,34.9,80.3,75.0,1.329,1.815,1.18,100.0,CRITICAL
N5,NORMAL,0.43,1.43,0.58,0.092,0.24,36.7,84.4,74.6,0.044,0.031,0.013,8.8,LOW
N2,NORMAL,0.43,2.16,0.49,0.115,2.17,24.6,80.2,82.6,0.027,0.093,0.019,9.8,LOW
N3,WARNING,3.33,2.88,3.37,0.546,26.97,33.5,88.6,91.3,0.123,0.623,0.085,48.5,MEDIUM
N4,WARNING,2.45,4.77,1.73,0.199,6.47,26.7,79.4,83.7,0.155,0.166,0.046,27.4,MEDIUM
N2,SUBSIDENCE,9.4,25.99,15.97,3.724,63.06,33.7,86.8,92.7,1.332,3.236,1.046,100.0,CRITICAL
N1,NORMAL,0.53,1.71,0.25,0.141,4.16,36.2,89.4,87.9,0.038,0.049,0.003,8.7,LOW
N5,WARNING,3.16,5.43,3.97,0.657,9.91,31.0,75.8,96.4,0.151,0.219,0.072,45.9,MEDIUM
N3,WARNING,1.2,2.56,3.76,0.316,5.07,31.4,69.2,93.5,0.159,0.237,0.032,29.2,MEDIUM
N6,NORMAL,0.43,0.71,0.74,0.156,-1.35,25.2,76.3,95.9,0.008,0.047,0.012,7.2,LOW
N1,NORMAL,1.06,0.92,0.23,0.113,-1.33,27.0,83.8,79.5,0.012,0.017,0.004,5.0,LOW
N6,NORMAL,1.05,1.89,0.5,0.069,3.82,31.5,92.0,69.5,0.004,0.068,0.002,9.3,LOW
N4,NORMAL,0.19,0.98,0.48,0.136,-1.79,37.4,80.3,75.1,0.007,0.041,0.002,5.7,LOW
N5,SUBSIDENCE,11.83,31.91,13.28,1.582,53.98,28.2,89.5,73.2,0.843,3.578,1.27,100.0,CRITICAL
N4,WARNING,1.66,3.57,2.39,0.617,22.12,33.4,67.9,98.2,0.166,0.113,0.15,38.6,MEDIUM
N4,WARNING,1.41,6.3,2.57,0.684,17.42,35.2,73.4,98.2,0.177,0.487,0.221,44.8,MEDIUM
N5,SUBSIDENCE,9.9,8.45,7.31,3.703,83.44,30.0,92.0,74.1,0.687,1.434,0.433,100.0,CRITICAL
N5,NORMAL,0.83,0.46,0.53,0.075,-0.88,33.2,76.8,61.8,0.04,0.082,0.006,8.1,LOW
N6,WARNING,2.18,5.67,1.9,0.721,21.74,24.3,65.2,72.1,0.143,0.615,0.098,46.0,MEDIUM
N4,NORMAL,0.27,1.01,0.77,0.069,1.92,36.1,74.9,67.9,0.046,0.07,0.011,7.3,LOW
N3,SUBSIDENCE,9.85,10.18,11.64,1.74,107.85,39.3,70.4,96.3,0.866,3.255,0.586,100.0,CRITICAL
N6,NORMAL,0.59,1.18,0.7,0.035,1.83,38.0,94.1,92.8,0.011,0.016,0.018,7.5,LOW
N5,SUBSIDENCE,11.32,42.2,7.17,1.046,44.51,30.4,66.0,72.3,0.544,3.843,1.427,100.0,CRITICAL
N1,NORMAL,0.88,2.37,0.45,0.074,2.57,37.7,93.0,86.6,0.011,0.077,0.008,10.1,LOW
N6,NORMAL,0.81,0.48,0.28,0.158,0.54,35.9,67.1,87.6,0.021,0.084,0.009,7.0,LOW
N2,WARNING,1.34,6.85,2.66,0.497,16.3,35.5,93.4,69.7,0.276,0.456,0.08,43.5,MEDIUM
N3,NORMAL,0.77,1.55,0.61,0.11,-1.3,33.4,91.8,68.0,0.021,0.099,0.002,10.5,LOW
N6,WARNING,3.05,3.83,1.09,0.477,26.33,26.1,70.5,88.1,0.099,0.149,0.147,37.1,MEDIUM
N5,NORMAL,0.77,2.38,0.32,0.054,2.59,36.7,83.3,68.5,0.049,0.055,0.006,10.1,LOW
N5,WARNING,3.38,4.0,3.7,0.53,20.08,28.6,73.7,62.9,0.133,0.183,0.076,47.8,MEDIUM
N3,NORMAL,0.74,1.29,0.11,0.094,-1.45,27.5,79.2,97.3,0.047,0.026,0.014,6.1,LOW
N2,NORMAL,1.06,1.99,0.79,0.152,3.2,33.0,70.9,80.1,0.045,0.035,0.011,14.1,LOW
N6,NORMAL,0.24,1.61,0.1,0.101,1.23,32.3,78.7,74.6,0.006,0.044,0.014,5.5,LOW
N6,NORMAL,0.16,2.4,0.4,0.087,-1.1,28.4,72.1,94.7,0.027,0.098,0.005,7.4,LOW
N4,NORMAL,0.62,2.09,0.85,0.14,-0.17,34.4,88.0,69.8,0.002,0.014,0.014,8.4,LOW
N1,NORMAL,0.27,2.32,0.66,0.139,-1.34,30.9,78.5,96.1,0.021,0.006,0.013,9.6,LOW
N5,NORMAL,0.91,2.42,0.05,0.119,2.41,33.8,66.1,84.5,0.001,0.079,0.003,10.5,LOW
N6,NORMAL,0.67,1.31,0.37,0.087,1.34,28.2,88.4,90.1,0.015,0.094,0.019,5.7,LOW
N6,NORMAL,1.06,0.21,0.34,0.043,0.74,31.0,65.7,72.0,0.029,0.091,0.017,7.6,LOW
N6,SUBSIDENCE,4.41,32.07,16.52,2.988,55.6,36.9,67.1,68.4,1.679,2.977,0.997,100.0,CRITICAL
N2,NORMAL,0.75,1.6,0.47,0.145,0.42,34.9,74.5,68.9,0.001,0.034,0.019,9.0,LOW
N1,NORMAL,0.99,0.66,0.58,0.101,0.96,29.5,94.1,91.1,0.021,0.07,0.002,4.7,LOW
N6,WARNING,1.25,4.96,1.35,0.456,8.11,32.1,94.6,69.8,0.147,0.481,0.104,31.1,MEDIUM
N3,NORMAL,0.72,1.28,0.81,0.07,2.47,38.0,86.6,78.3,0.035,0.098,0.003,6.9,LOW
N5,WARNING,1.81,5.96,1.43,0.72,10.53,35.3,91.6,60.2,0.244,0.342,0.07,40.8,MEDIUM
N4,NORMAL,1.17,1.17,0.1,0.093,-1.17,27.2,70.9,85.5,0.013,0.056,0.007,9.5,LOW
N3,NORMAL,1.1,0.33,0.24,0.126,4.91,28.9,69.7,67.3,0.034,0.005,0.004,8.7,LOW
N5,NORMAL,0.4,1.06,0.39,0.1,4.5,34.5,67.2,97.6,0.05,0.002,0.01,10.2,LOW
N2,WARNING,3.36,3.65,3.36,0.511,6.02,36.6,66.0,89.7,0.124,0.284,0.222,40.1,MEDIUM
N1,WARNING,1.48,6.85,3.54,0.214,14.79,27.6,83.6,66.4,0.145,0.769,0.105,44.4,MEDIUM
N1,NORMAL,0.79,1.25,0.73,0.113,-0.76,31.4,91.0,73.5,0.047,0.045,0.015,9.1,LOW
N5,NORMAL,0.8,0.38,0.08,0.155,3.73,26.0,94.5,95.4,0.018,0.068,0.017,7.0,LOW
N3,SUBSIDENCE,9.37,28.1,20.11,3.301,78.85,38.5,67.0,61.8,1.637,1.579,0.555,100.0,CRITICAL
N4,NORMAL,0.97,1.15,0.92,0.068,0.01,36.6,76.4,69.9,0.048,0.055,0.012,11.6,LOW
N2,NORMAL,0.73,1.14,0.16,0.039,3.08,26.1,91.7,89.6,0.002,0.053,0.007,6.9,LOW
N5,SUBSIDENCE,10.07,24.13,15.67,1.062,45.45,33.4,72.2,91.0,0.784,2.494,0.367,100.0,CRITICAL
N2,WARNING,1.2,7.26,3.2,0.491,27.13,31.7,73.8,68.5,0.141,0.214,0.022,43.9,MEDIUM
N1,NORMAL,1.05,1.87,0.99,0.126,4.27,25.3,90.7,74.4,0.006,0.072,0.002,11.2,LOW
N6,WARNING,1.93,3.51,2.45,0.296,21.14,33.9,73.0,92.3,0.215,0.558,0.104,36.6,MEDIUM
N6,SUBSIDENCE,3.5,43.76,11.8,1.902,81.84,30.5,65.2,67.4,1.619,2.105,0.338,100.0,CRITICAL
N4,NORMAL,0.16,1.09,0.06,0.177,3.47,33.1,89.6,87.4,0.021,0.079,0.008,9.4,LOW
N2,NORMAL,0.19,0.3,0.57,0.051,4.89,32.6,77.6,85.3,0.001,0.075,0.001,5.3,LOW
N5,NORMAL,0.94,0.28,0.52,0.171,-0.48,29.5,89.9,81.8,0.004,0.077,0.015,8.0,LOW
